First Name,Last Name,Title,Account Name,Status
Lauren,Bozzelli,Partner,"Adams Street Partners, L.L.C.",Active Member Firm
Tom,Bremner,Partner,"Adams Street Partners, L.L.C.",Active Member Firm
Joel,Niekamp,Partner,"Adams Street Partners, L.L.C.",Active Member Firm
Sara,Dasse,Partner,"Adams Street Partners, L.L.C.",Active Member Firm
Steve,Wilde,Partner,"Adams Street Partners, L.L.C.",Active Member Firm
Calencia,Redding,Partner,"Adams Street Partners, L.L.C.",Active Member Firm
Greta,Nolan,Vice President,"Adams Street Partners, L.L.C.",Active Member Firm
Brijesh,Jeevarathnam,Partner,"Adams Street Partners, L.L.C.",Active Member Firm
Saguna,Malhotra,Partner,"Adams Street Partners, L.L.C.",Active Member Firm
Michaela,Venuti,Associate,"Adams Street Partners, L.L.C.",Active Member Firm
Controller,Adams Street Partners,,"Adams Street Partners, L.L.C.",Active Member Firm
William,Sacher,Partner,"Adams Street Partners, L.L.C.",Active Member Firm
Yohan,Hill,"Partner, Head of ESG","Adams Street Partners, L.L.C.",Active Member Firm
Fred,Wang,Partner,"Adams Street Partners, L.L.C.",Active Member Firm
Dave,Brett,Partner,"Adams Street Partners, L.L.C.",Active Member Firm
Gayatri,Sarkar,General Partner,Advaita Capital,Active Member Firm
Chase,Seklar,Analyst,Advaita Capital,Active Member Firm
Chris,Danko,CFO,Advaita Capital,Active Member Firm
Justin,Motika,,Advantage Capital Partners,Active Member Firm
James,O'Rourke,Managing Director,Advantage Capital Partners,Active Member Firm
Chloe,Coniaris,,Advantage Capital Partners,Active Member Firm
Liz,Carter,,Advantage Capital Partners,Active Member Firm
Scott,Murphy,Managing Director and Chief Investment Officer,Advantage Capital Partners,Active Member Firm
Jeremy,Degenhart,Principal,Advantage Capital Partners,Active Member Firm
Ryan,Brennan,Managing Director,Advantage Capital Partners,Active Member Firm
Damon,Rawie,Managing Director,Advantage Capital Partners,Active Member Firm
Charles,Booker,Principal,Advantage Capital Partners,Active Member Firm
Justin,Obletz,CFO,Advantage Capital Partners,Active Member Firm
Louis,Dubuque,Managing Director,Advantage Capital Partners,Active Member Firm
Reid,Hutchins,Senior Vice President,Advantage Capital Partners,Active Member Firm
Christopher,Harris,Vice President,Advantage Capital Partners,Active Member Firm
S. Talmadge,Singer,Vice President,Advantage Capital Partners,Active Member Firm
Franchesca,Lorio,Vice President/Controller,Advantage Capital Partners,Active Member Firm
W. Anthony,Toups,Principal,Advantage Capital Partners,Active Member Firm
Jeffrey,Craver,Principal,Advantage Capital Partners,Active Member Firm
Jonathan,Goldstein,Managing Director,Advantage Capital Partners,Active Member Firm
Richard,Hummell,Principal,Advantage Capital Partners,Active Member Firm
Stuart,Noel,Senior Associate,Advantage Capital Partners,Active Member Firm
Philip,Marshall,Principal,Advantage Capital Partners,Active Member Firm
Timothy,Hassler,Principal,Advantage Capital Partners,Active Member Firm
Ryan,Dressler,Analyst,Advantage Capital Partners,Active Member Firm
Steven,Stull,President,Advantage Capital Partners,Active Member Firm
Michael,Johnson,Managing Director,Advantage Capital Partners,Active Member Firm
N. Alyson,Appelton,"Vice President of Communications, Marketing and Policy",Advantage Capital Partners,Active Member Firm
Justin,Motika,Associate,Advantage Capital Partners,Active Member Firm
Erin,Sullentrup,Marketing Analyst,Advantage Capital Partners,Active Member Firm
Scott,Spangler,Managing Partner & COO,AI Capital,Active Member Firm
Neville,Teagarden,"Co-Founder, GP",AI Capital,Active Member Firm
Elizabeth,Cook,Managing Partner,AI Capital,Active Member Firm
Andy,Maus,Managing Director,AI Capital,Active Member Firm
,n/a,,Airbus Ventures,Active Member Firm
,n/a,,Airbus Ventures,Active Member Firm
,n/a,,Airbus Ventures,Active Member Firm
,n/a,,Airbus Ventures,Active Member Firm
Nicole,Conner,Partner,Airbus Ventures,Active Member Firm
,n/a,,Airbus Ventures,Active Member Firm
Tony,Zhu,,Airbus Ventures,Active Member Firm
Taylor,Sargent,Associate,Airbus Ventures,Active Member Firm
Tatiana,Brown,,Airbus Ventures,Active Member Firm
Thomas,d'Halluin,Managing Partner,Airbus Ventures,Active Member Firm
Amanda,Mitchell,PR,Airbus Ventures,Active Member Firm
Maryanna,Saenko,Partner,Airbus Ventures,Active Member Firm
Orli,Robin,Head of Strategy and Communication,Airbus Ventures,Active Member Firm
Luka,Tomljenovic,Partner,Airbus Ventures,Active Member Firm
Ashish,Mahashabde,Managing Partner,AI Triangle Ventures,Active Member Firm
Sercan,Ozcan,"Partner, Finance & Operations",AlleyCorp,Active Member Firm
Marshall,Porter,,AlleyCorp,Active Member Firm
Alexi,Nazem,,AlleyCorp,Active Member Firm
AP,AlleyCorp,,AlleyCorp,Active Member Firm
Mohamed,Zeghari,Associate,All Seasons Capital Management,Active Member Firm
Hubert,Steenkamp,Associate,All Seasons Capital Management,Active Member Firm
Leslie,Elliott,Managing Director,All Seasons Capital Management,Active Member Firm
Dan,Stolar,Analyst,Alpha Partners,Active Member Firm
Sam,Silvershein,VP,Alpha Partners,Active Member Firm
Michela,Bracich,Office Manager,Alpha Partners,Active Member Firm
Julian,Fainzaig,Investor,Alpha Partners,Active Member Firm
Rahul,Jain,Senior associate,Alpha Partners,Active Member Firm
Sean,Obrien,CFO,Alpha Partners,Active Member Firm
Mali,Malida,Dir of Investor Relations,Alpha Partners,Active Member Firm
Steve,Gentili,VP,Alpha Partners,Active Member Firm
David,Bennahum,Venture Partner,Alpha Partners,Active Member Firm
Steve,Brotman,Founder & Managing Partner,Alpha Partners,Active Member Firm
Brian,Smiga,,Alpha Partners,Active Member Firm
Ben,Freeberg,Associate,Alpha Partners,Active Member Firm
,AP_Team,,Alpha Partners,Active Member Firm
Mark,Fields,,Alsop Louie Partners,Active Member Firm
Stewart,Alsop,,Alsop Louie Partners,Active Member Firm
Gilman,Louie,Partner,Alsop Louie Partners,Active Member Firm
Nancy,Lee,Chief Financial Officer,Alsop Louie Partners,Active Member Firm
Stewart,Alsop,Partner,Alsop Louie Partners,Active Member Firm
Patty,Wong,Office Manager,Alsop Louie Partners,Active Member Firm
Robert,Alsop,,Alsop Louie Partners,Active Member Firm
Bill,Crowell,Partner,Alsop Louie Partners,Active Member Firm
Jim,Whims,Partner,Alsop Louie Partners,Active Member Firm
Joe,Addiego,Partner,Alsop Louie Partners,Active Member Firm
Joe,Alsop,Venture Partner,Alsop Louie Partners,Active Member Firm
Bill,Coleman,Venture Partner,Alsop Louie Partners,Active Member Firm
Ernestine,Fu,Venture Partner,Alsop Louie Partners,Active Member Firm
Will,Jack,Venture Partner,Alsop Louie Partners,Active Member Firm
Tom,Kalinske,Venture Partner,Alsop Louie Partners,Active Member Firm
Stephen,Mendel,Venture Partner,Alsop Louie Partners,Active Member Firm
Jim,Ward,Venture Partner,Alsop Louie Partners,Active Member Firm
David,Mace,Associate,Alsop Louie Partners,Active Member Firm
Hull,McKinnon,,Altira Group LLC,Active Member Firm
Sean,Ebert,Senior Partner,Altira Group LLC,Active Member Firm
J.P.,Bauman,Partner,Altira Group LLC,Active Member Firm
Dirk,McDermott,Founder & Managing Partner,Altira Group LLC,Active Member Firm
Purcell,Allen,Office Manager/Executive Assistant,Altira Group LLC,Active Member Firm
Abby,Mercado,Associate,Altira Group LLC,Active Member Firm
Purcell,Parker,,Altira Group LLC,Active Member Firm
Rick,Arnold,General Counsel,Altos Ventures,Active Member Firm
,Extra field,,Altos Ventures,Active Member Firm
Brittany,Hargest,Partner,Altos Ventures,Active Member Firm
Lynn,Chen,Senior Tax Manager,Altos Ventures,Active Member Firm
Prashant,Gangwal,CFO,Altos Ventures,Active Member Firm
AVMI,ManCo,Management Company,Altos Ventures,Active Member Firm
Anthony,Lee,Managing Director,Altos Ventures,Active Member Firm
Han,Kim,Managing Director,Altos Ventures,Active Member Firm
Ho,Nam,Managing Director,Altos Ventures,Active Member Firm
Ashley,Pearson,Operations,Altos Ventures,Active Member Firm
Tony,Di Bona,Chief Financial Officer,Altos Ventures,Active Member Firm
Altos,Billing,,Altos Ventures,Active Member Firm
Karen,Harris,Head of Mission Related Investing and Chief Financial Officer,Alzheimer's Drug Discovery Foundation,Active Member Firm
Robert,Van Nortwick,Global Business Development Manager,Amazon,Active Member Firm
Trent,Hall,Venture Capital & Startups Business Development Manager,Amazon,Active Member Firm
Brian,Adams,Venture Investor,Amazon,Active Member Firm
Rob,Haralson,"Principal, Public Policy",Amazon,Active Member Firm
Mattie,Duppler,"Manager, Public Policy",Amazon,Active Member Firm
Sean,Pugh,"Principal, Public Policy",Amazon,Active Member Firm
Joe,Biller,Managing Partner,American Century Investments,Dropped
Deana,Vaughan,Executive Coordinator,American Century Investments,Dropped
Jake,Pflaum,Partner,American Century Investments,Dropped
Tony,Arnerich,Managing Partner,American Century Investments,Dropped
Phillipe,Rodriguez,Associate,American Century Investments,Dropped
Rachael,Ager,Director of Operations,American Century Investments,Dropped
Nicholas,Walrod,Managing Partner,American Century Investments,Dropped
Jen,Cozen,,American Express Ventures,Active Member Firm
Julia,Brown,Chief of Staff,American Express Ventures,Active Member Firm
Tasnim,Mansur,Chief of Staff,American Express Ventures,Active Member Firm
MaryJane,Powell,EA,American Express Ventures,Active Member Firm
Laura,Nizlek,"Manager, Public Affairs",American Express Ventures,Active Member Firm
Christian,Vela,Investor,American Express Ventures,Active Member Firm
Sarah,Rende,,American Express Ventures,Active Member Firm
Kevin,Tsang,,American Express Ventures,Active Member Firm
Margaret,Lim,,American Express Ventures,Active Member Firm
Ope,Runsewe,Head of Business Development,American Express Ventures,Active Member Firm
Brain,Chin,,American Express Ventures,Active Member Firm
Kevin,Weber,VP,American Express Ventures,Active Member Firm
Kevin,Weber,,American Express Ventures,Active Member Firm
Matt,Sueoka,SVP Global Head of Amex Ventures,American Express Ventures,Active Member Firm
Alyssa,Smith,Chief of Staff,American Express Ventures,Active Member Firm
Christina,Caruana,,American Express Ventures,Active Member Firm
Marjani,Nairne,Director & Chief of Staff,American Express Ventures,Active Member Firm
CJ,Reim,Managing Partner,Amity Ventures,Active Member Firm
Bemnet,Zewdie,Investor,Amity Ventures,Active Member Firm
Kieran,Dennis,Investor,Amity Ventures,Active Member Firm
Patrick,Yang,Founding General Partner,Amity Ventures,Active Member Firm
Peter,Bell,Senior Advisor,Amity Ventures,Active Member Firm
Andy,Bromberg,Venture Partner,Amity Ventures,Active Member Firm
Jason,Wong,Director of Finance and Operations,Amity Ventures,Active Member Firm
Sunil,Dhaliwal,General Partner,Amplify Partners,Active Member Firm
Mike,Dauber,General Partner,Amplify Partners,Active Member Firm
Ted,Stinson,Venture Partner,Amplify Partners,Active Member Firm
Yuen,Yeh,Office Manager and EA to Mike Dauber,Amplify Partners,Active Member Firm
Steve,Agelopoulos,CFO,Amplify Partners,Active Member Firm
Maret,Delf,General Counsel,Amplify Partners,Active Member Firm
Meredith,Donohue,Assistant to Scott Kupor,Andreessen Horowitz,Active Member Firm
Matthew,Colford,,Andreessen Horowitz,Active Member Firm
Frank,Chen,,Andreessen Horowitz,Active Member Firm
Jad,Naous,,Andreessen Horowitz,Active Member Firm
Benedict,Evans,,Andreessen Horowitz,Active Member Firm
Peter,Lauten,,Andreessen Horowitz,Active Member Firm
Bennett,Carroccio,,Andreessen Horowitz,Active Member Firm
Jeffrey,Low,,Andreessen Horowitz,Active Member Firm
Connie,Chan,General Partner,Andreessen Horowitz,Active Member Firm
Karina,Sobieski,"Partner, Human Capital",Andreessen Horowitz,Active Member Firm
Alana,Benton,Executive Assistant to Scott Kupor,Andreessen Horowitz,Active Member Firm
Katie,Haun,General Partner,Andreessen Horowitz,Active Member Firm
Hilary,Kivitz,"Partner, a16z Crypto",Andreessen Horowitz,Active Member Firm
Corban,Bell,Partner,Andreessen Horowitz,Active Member Firm
Jennifer,Li,Partner,Andreessen Horowitz,Active Member Firm
Joshua,Grimm,Assistant Controller,Andreessen Horowitz,Active Member Firm
Martin,Casado,General Partner,Andreessen Horowitz,Active Member Firm
Alex,Rampell,General Partner,Andreessen Horowitz,Active Member Firm
Vijay,Pande,General Partner,Andreessen Horowitz,Active Member Firm
Jorge,Conde,General Partner,Andreessen Horowitz,Active Member Firm
Andrew,Chen,General Partner,Andreessen Horowitz,Active Member Firm
David,Ulevitch,General Partner,Andreessen Horowitz,Active Member Firm
David,George,General Partner,Andreessen Horowitz,Active Member Firm
Jan,Suh,,Andreessen Horowitz,Active Member Firm
Laura,Kupor,Spouse,Andreessen Horowitz,Active Member Firm
Jessica,Patton,Cultural Leadership Fund,Andreessen Horowitz,Active Member Firm
Ben,Brasher,,Andreessen Horowitz,Active Member Firm
Andrew,Omori,Hiring Manager,Andreessen Horowitz,Active Member Firm
Katherine,Boyle,General Partner,Andreessen Horowitz,Active Member Firm
Kevin,Nishioka,Operating Partner,Andreessen Horowitz,Active Member Firm
Susan,Hager,"Chief Marketing Officer, Bio + Health",Andreessen Horowitz,Active Member Firm
Colin,Rom,Head of Public Policy,Andreessen Horowitz,Active Member Firm
Bill,Hinman,Advisory Partner,Andreessen Horowitz,Active Member Firm
Brian,Quintenz,Advisory Partner,Andreessen Horowitz,Active Member Firm
Collin,McCune,"Head of Government Affairs, Crypto",Andreessen Horowitz,Active Member Firm
Scott,Walker,Chief Compliance Officer,Andreessen Horowitz,Active Member Firm
Jai,Ramaswamy,Chief Legal Officer,Andreessen Horowitz,Active Member Firm
Darin,Malter,Valuation Manager,Andreessen Horowitz,Active Member Firm
Matt,Shortal,"Operating Partner, Chief of Staff",Andreessen Horowitz,Active Member Firm
Miles,Jenning,GC,Andreessen Horowitz,Active Member Firm
Cindi,Zhang,Senior Tax Manager,Andreessen Horowitz,Active Member Firm
Maggie,Romero,COO,Andreessen Horowitz,Active Member Firm
Marc,Andreessen,General Partner,Andreessen Horowitz,Active Member Firm
Benjamin,Horowitz,General Partner,Andreessen Horowitz,Active Member Firm
Scott,Kupor,Managing Partner,Andreessen Horowitz,Active Member Firm
Elizabeth,Weil,Partner,Andreessen Horowitz,Active Member Firm
Amy,Berliner,"VP, Finance",Andreessen Horowitz,Active Member Firm
Ryan,Ward,Assistant General Counsel,Andreessen Horowitz,Active Member Firm
Lars,Dalgard,General Partner,Andreessen Horowitz,Active Member Firm
Peter,Levine,General Partner,Andreessen Horowitz,Active Member Firm
Chris,Dixon,General Partner,Andreessen Horowitz,Active Member Firm
Jeff,Jordan,General Partner,Andreessen Horowitz,Active Member Firm
Zal,Bilimoria,Partner,Andreessen Horowitz,Active Member Firm
Morgan,Beller,Partner,Andreessen Horowitz,Active Member Firm
Preethi,Kasireddi,Investment Partner,Andreessen Horowitz,Active Member Firm
Tawny,Holquin,Operations Partner,Andreessen Horowitz,Active Member Firm
Christopher,Lyons,Cultural Leadership Fund,Andreessen Horowitz,Active Member Firm
Ted,Ullyot,"Partner, Policy & Regulatory Affairs",Andreessen Horowitz,Active Member Firm
Morgan,Bender,Partner,Andreessen Horowitz,Active Member Firm
Angela,Strange,General Partner,Andreessen Horowitz,Active Member Firm
Malinka,Walaliyadde,Partner,Andreessen Horowitz,Active Member Firm
Matt,Spence,Partner,Andreessen Horowitz,Active Member Firm
Margit,Wennmachers,Partner,Andreessen Horowitz,Active Member Firm
Ian,Shannon,"Partner, Corporate Counsel",Andreessen Horowitz,Active Member Firm
Katie,Hemmerling,Assistnat Controller,Andreessen Horowitz,Active Member Firm
Li,Jin,Partner,Andreessen Horowitz,Active Member Firm
Jason,"Franklin, Ph.D.",Deal Team Partner,Andreessen Horowitz,Active Member Firm
Michael,Wee,Partner,Andreessen Horowitz,Active Member Firm
Grace,Ellis,Marketing Partner,Andreessen Horowitz,Active Member Firm
Katie,Baynes,,Andreessen Horowitz,Active Member Firm
Finance Team,Finance Team,,Andreessen Horowitz,Active Member Firm
Danielle,Looymans,Executive Assistant,Andreessen Horowitz,Active Member Firm
Vineeta,Agarwala,,Andreessen Horowitz,Active Member Firm
Shai,Kopeld,Chief Accounting Officer,Andreessen Horowitz,Active Member Firm
Emily,Keir,Executive Assistant,Andreessen Horowitz,Active Member Firm
Jeron,Peoples,Director,Applied Research Institute,Active Member Firm
Elisabeth,Nieshalla,Associate,Applied Research Institute,Active Member Firm
Stu,Dillon,Director,Applied Research Institute,Active Member Firm
Jacklyn,Kossmann,Investment Associate,"Applied Ventures, LLC",Active Member Firm
Jaclyn,Kossman,,"Applied Ventures, LLC",Active Member Firm
Anand,Kamannavar,Global Head,"Applied Ventures, LLC",Active Member Firm
Juan,Cueva,Senior Associate,"Applied Ventures, LLC",Active Member Firm
Frank,Lee,Investment Director,"Applied Ventures, LLC",Active Member Firm
Robert,Sweeny,,"Applied Ventures, LLC",Active Member Firm
Tony,Chao,"General Manager, Senior Investment Director","Applied Ventures, LLC",Active Member Firm
Rajesh,Swaminathan,Associate Investment Manager,"Applied Ventures, LLC",Active Member Firm
Taejoon,Park,Investment Principal,"Applied Ventures, LLC",Active Member Firm
Joseph,Jeong,Investment Principal,"Applied Ventures, LLC",Active Member Firm
Omkaram,Nalamasu,"SVP, Chief Technology Officer","Applied Ventures, LLC",Active Member Firm
Michael,Stewart,Investment Principal,"Applied Ventures, LLC",Active Member Firm
John,Wei,Investment Director,"Applied Ventures, LLC",Active Member Firm
Jahon,Rafian,Associate,Arboretum Ventures,Active Member Firm
Suraj,Mudichintala,Analyst,Arboretum Ventures,Active Member Firm
Samantha,Gorosh,Executive Assistant to Tom Shehab & Paul McCreadie,Arboretum Ventures,Active Member Firm
Cindy,Bauman,Executive Assistant to Jan Garfinkle,Arboretum Ventures,Active Member Firm
Chander,Chawla,,Arboretum Ventures,Active Member Firm
Sarah,Jameson,Senior Associate,Arboretum Ventures,Active Member Firm
